geohash,lat,lon,city,district
19.5-100.1,19.5,100.1,Phayao,Chun
19.6-100.1,19.6,100.1,Chiang Rai,Thoeng
19.7-100.1,19.7,100.1,Chiang Rai,Thoeng
19.8-100.1,19.8,100.1,Chiang Rai,Phaya Mengrai
19.9-100.1,19.9,100.1,Chiang Rai,Phaya Mengrai
20.0-100.1,20.0,100.1,Chiang Rai,Wiang Chiang Rung
20.1-100.1,20.1,100.1,Chiang Rai,Doi Luang
20.2-100.1,20.2,100.1,Chiang Rai,Doi Luang
6.8-100.2,6.8,100.2,Songkhla,Sadao
6.9-100.2,6.9,100.2,Satun,Khuan Kalong
7.0-100.2,7.0,100.2,Songkhla,Rattaphum
7.1-100.2,7.1,100.2,Songkhla,Rattaphum
7.2-100.2,7.2,100.2,Phatthalung,Pa Bon
7.3-100.2,7.3,100.2,Phatthalung,Pa Bon
7.4-100.2,7.4,100.2,Phatthalung,Bang Kaeo
7.5-100.2,7.5,100.2,Phatthalung,Khao Chaison
7.6-100.2,7.6,100.2,Phatthalung,Mueang Phatthalung
7.7-100.2,7.7,100.2,Phatthalung,Mueang Phatthalung
7.8-100.2,7.8,100.2,Songkhla,Ranot
7.9-100.2,7.9,100.2,Nakhon Si Thammarat,Hua Sai
8.0-100.2,8.0,100.2,Nakhon Si Thammarat,Hua Sai
8.1-100.2,8.1,100.2,Nakhon Si Thammarat,Chian Yai
8.2-100.2,8.2,100.2,Nakhon Si Thammarat,Chian Yai
8.3-100.2,8.3,100.2,Nakhon Si Thammarat,Pak Phanang
8.4-100.2,8.4,100.2,Nakhon Si Thammarat,Pak Phanang
13.5-100.2,13.5,100.2,Samut Sakhon,Mueang Samut Sakhon
13.6-100.2,13.6,100.2,Samut Sakhon,Ban Phaeo
13.7-100.2,13.7,100.2,Nakhon Pathom,Sam Phran
13.8-100.2,13.8,100.2,Nakhon Pathom,Nakhon Chai Si
13.9-100.2,13.9,100.2,Nakhon Pathom,Nakhon Chai Si
14.0-100.2,14.0,100.2,Nakhon Pathom,Bang Len
14.1-100.2,14.1,100.2,Nakhon Pathom,Bang Len
14.2-100.2,14.2,100.2,Suphan Buri,Song Phi Nong
14.3-100.2,14.3,100.2,Suphan Buri,Bang Pla Ma
14.4-100.2,14.4,100.2,Suphan Buri,Bang Pla Ma
14.5-100.2,14.5,100.2,Suphan Buri,Mueang Suphan Buri
14.6-100.2,14.6,100.2,Suphan Buri,Si Prachan
14.7-100.2,14.7,100.2,Suphan Buri,Si Prachan
14.8-100.2,14.8,100.2,Suphan Buri,Doem Bang Nang Buat
14.9-100.2,14.9,100.2,Suphan Buri,Doem Bang Nang Buat
15.0-100.2,15.0,100.2,Chai Nat,Sankhaburi
15.1-100.2,15.1,100.2,Chai Nat,Sankhaburi
15.2-100.2,15.2,100.2,Chai Nat,Sapphaya
15.3-100.2,15.3,100.2,Chai Nat,Manorom
15.4-100.2,15.4,100.2,Nakhon Sawan,Phayuha Khiri
15.5-100.2,15.5,100.2,Nakhon Sawan,Phayuha Khiri
15.6-100.2,15.6,100.2,Nakhon Sawan,Phayuha Khiri
15.7-100.2,15.7,100.2,Nakhon Sawan,Mueang Nakhon Sawan
15.8-100.2,15.8,100.2,Nakhon Sawan,Chum Saeng
15.9-100.2,15.9,100.2,Nakhon Sawan,Chum Saeng
16.0-100.2,16.0,100.2,Phichit,Pho Thale
16.1-100.2,16.1,100.2,Phichit,Pho Thale
16.2-100.2,16.2,100.2,Phichit,Bueng Na Rang
16.3-100.2,16.3,100.2,Phichit,Pho Prathap Chang
16.4-100.2,16.4,100.2,Phichit,Sam Ngam
16.5-100.2,16.5,100.2,Phichit,Sam Ngam
16.6-100.2,16.6,100.2,Phichit,Sam Ngam
16.7-100.2,16.7,100.2,Phitsanulok,Bang Rakam
16.8-100.2,16.8,100.2,Phitsanulok,Mueang Phitsanulok
16.9-100.2,16.9,100.2,Phitsanulok,Mueang Phitsanulok
17.0-100.2,17.0,100.2,Phitsanulok,Phrom Phiram
17.1-100.2,17.1,100.2,Phitsanulok,Phrom Phiram
17.2-100.2,17.2,100.2,Phitsanulok,Phrom Phiram
17.3-100.2,17.3,100.2,Uttaradit,Phichai
17.4-100.2,17.4,100.2,Uttaradit,Tron
17.5-100.2,17.5,100.2,Uttaradit,Tron
17.6-100.2,17.6,100.2,Uttaradit,Mueang Uttaradit
17.7-100.2,17.7,100.2,Uttaradit,Mueang Uttaradit
17.8-100.2,17.8,100.2,Uttaradit,Mueang Uttaradit
17.9-100.2,17.9,100.2,Uttaradit,Tha Pla
18.0-100.2,18.0,100.2,Phrae,Sung Men
18.1-100.2,18.1,100.2,Phrae,Mueang Phrae
18.2-100.2,18.2,100.2,Phrae,Mueang Phrae
18.3-100.2,18.3,100.2,Phrae,Nong Muang Khai
18.4-100.2,18.4,100.2,Phrae,Song
18.5-100.2,18.5,100.2,Phrae,Song
18.6-100.2,18.6,100.2,Phrae,Song
18.7-100.2,18.7,100.2,Phrae,Song
18.8-100.2,18.8,100.2,Phrae,Song
18.9-100.2,18.9,100.2,Phayao,Chiang Muan
19.0-100.2,19.0,100.2,Phayao,Chiang Muan
19.1-100.2,19.1,100.2,Phayao,Pong
19.2-100.2,19.2,100.2,Phayao,Pong
19.3-100.2,19.3,100.2,Phayao,Chun
19.4-100.2,19.4,100.2,Phayao,Chun
19.5-100.2,19.5,100.2,Phayao,Chiang Kham
19.6-100.2,19.6,100.2,Phayao,Chiang Kham
19.7-100.2,19.7,100.2,Chiang Rai,Thoeng
19.8-100.2,19.8,100.2,Chiang Rai,Khun Tan
19.9-100.2,19.9,100.2,Chiang Rai,Phaya Mengrai
20.0-100.2,20.0,100.2,Chiang Rai,Phaya Mengrai
20.1-100.2,20.1,100.2,Chiang Rai,Doi Luang
20.2-100.2,20.2,100.2,Chiang Rai,Chiang Saen
20.3-100.2,20.3,100.2,Chiang Rai,Chiang Saen
6.7-100.3,6.7,100.3,Songkhla,Sadao
6.8-100.3,6.8,100.3,Songkhla,Khlong Hoi Khong
6.9-100.3,6.9,100.3,Songkhla,Hat Yai
7.0-100.3,7.0,100.3,Songkhla,Hat Yai
7.1-100.3,7.1,100.3,Songkhla,Rattaphum
7.2-100.3,7.2,100.3,Songkhla,Rattaphum
7.3-100.3,7.3,100.3,Phatthalung,Pak Phayun
7.4-100.3,7.4,100.3,Phatthalung,Pak Phayun
7.5-100.3,7.5,100.3,Songkhla,Krasae Sin
7.6-100.3,7.6,100.3,Songkhla,Krasae Sin
7.7-100.3,7.7,100.3,Songkhla,Krasae Sin
7.8-100.3,7.8,100.3,Songkhla,Ranot
7.9-100.3,7.9,100.3,Songkhla,Ranot
8.0-100.3,8.0,100.3,Nakhon Si Thammarat,Hua Sai
8.1-100.3,8.1,100.3,Nakhon Si Thammarat,Hua Sai
13.5-100.3,13.5,100.3,Samut Sakhon,Mueang Samut Sakhon
13.6-100.3,13.6,100.3,Samut Sakhon,Mueang Samut Sakhon
13.7-100.3,13.7,100.3,Samut Sakhon,Krathum Baen
13.8-100.3,13.8,100.3,Nakhon Pathom,Phutthamonthon
13.9-100.3,13.9,100.3,Nonthaburi,Sai Noi
14.0-100.3,14.0,100.3,Nonthaburi,Sai Noi
14.1-100.3,14.1,100.3,Nonthaburi,Sai Noi
14.2-100.3,14.2,100.3,Phra Nakhon Si Ayutthaya,Lat Bua Luang
14.3-100.3,14.3,100.3,Phra Nakhon Si Ayutthaya,Bang Sai
14.4-100.3,14.4,100.3,Phra Nakhon Si Ayutthaya,Bang Sai
14.5-100.3,14.5,100.3,Ang Thong,Wiset Chai Chan
14.6-100.3,14.6,100.3,Ang Thong,Samko
14.7-100.3,14.7,100.3,Ang Thong,Pho Thong
14.8-100.3,14.8,100.3,Sing Buri,Khai Bang Rachan
14.9-100.3,14.9,100.3,Sing Buri,Bang Rachan
15.0-100.3,15.0,100.3,Sing Buri,In Buri
15.1-100.3,15.1,100.3,Chai Nat,Sapphaya
15.2-100.3,15.2,100.3,Nakhon Sawan,Takhli
15.3-100.3,15.3,100.3,Nakhon Sawan,Takhli
15.4-100.3,15.4,100.3,Nakhon Sawan,Takhli
15.5-100.3,15.5,100.3,Nakhon Sawan,Phayuha Khiri
15.6-100.3,15.6,100.3,Nakhon Sawan,Mueang Nakhon Sawan
15.7-100.3,15.7,100.3,Nakhon Sawan,Chum Saeng
15.8-100.3,15.8,100.3,Nakhon Sawan,Chum Saeng
15.9-100.3,15.9,100.3,Nakhon Sawan,Chum Saeng
16.0-100.3,16.0,100.3,Phichit,Pho Thale
16.1-100.3,16.1,100.3,Phichit,Pho Thale
16.2-100.3,16.2,100.3,Phichit,Taphan Hin
16.3-100.3,16.3,100.3,Phichit,Pho Prathap Chang
16.4-100.3,16.4,100.3,Phichit,Mueang Phichit
16.5-100.3,16.5,100.3,Phichit,Mueang Phichit
16.6-100.3,16.6,100.3,Phitsanulok,Bang Krathum
16.7-100.3,16.7,100.3,Phitsanulok,Mueang Phitsanulok
16.8-100.3,16.8,100.3,Phitsanulok,Mueang Phitsanulok
16.9-100.3,16.9,100.3,Phitsanulok,Mueang Phitsanulok
17.0-100.3,17.0,100.3,Phitsanulok,Wat Bot
17.1-100.3,17.1,100.3,Phitsanulok,Phrom Phiram
17.2-100.3,17.2,100.3,Phitsanulok,Wat Bot
17.3-100.3,17.3,100.3,Phitsanulok,Wat Bot
17.4-100.3,17.4,100.3,Uttaradit,Thong Saen Khan
17.5-100.3,17.5,100.3,Uttaradit,Thong Saen Khan
17.6-100.3,17.6,100.3,Uttaradit,Thong Saen Khan
17.7-100.3,17.7,100.3,Uttaradit,Tha Pla
17.8-100.3,17.8,100.3,Uttaradit,Tha Pla
17.9-100.3,17.9,100.3,Uttaradit,Tha Pla
18.0-100.3,18.0,100.3,Phrae,Mueang Phrae
18.1-100.3,18.1,100.3,Phrae,Mueang Phrae
18.2-100.3,18.2,100.3,Phrae,Rong Kwang
18.3-100.3,18.3,100.3,Phrae,Rong Kwang
18.4-100.3,18.4,100.3,Phrae,Rong Kwang
18.5-100.3,18.5,100.3,Phrae,Song
18.6-100.3,18.6,100.3,Phrae,Song
18.7-100.3,18.7,100.3,Phrae,Song
18.8-100.3,18.8,100.3,Phrae,Song
18.9-100.3,18.9,100.3,Phayao,Chiang Muan
19.0-100.3,19.0,100.3,Phayao,Chiang Muan
19.1-100.3,19.1,100.3,Phayao,Pong
19.2-100.3,19.2,100.3,Phayao,Pong
19.3-100.3,19.3,100.3,Phayao,Pong
19.4-100.3,19.4,100.3,Phayao,Chiang Kham
19.5-100.3,19.5,100.3,Phayao,Chiang Kham
19.6-100.3,19.6,100.3,Phayao,Phu Sang
19.7-100.3,19.7,100.3,Chiang Rai,Thoeng
19.8-100.3,19.8,100.3,Chiang Rai,Thoeng
19.9-100.3,19.9,100.3,Chiang Rai,Khun Tan
20.0-100.3,20.0,100.3,Chiang Rai,Khun Tan
20.1-100.3,20.1,100.3,Chiang Rai,Chiang Khong
20.2-100.3,20.2,100.3,Chiang Rai,Chiang Saen
20.3-100.3,20.3,100.3,Chiang Rai,Chiang Saen
6.6-100.4,6.6,100.4,Songkhla,Sadao
6.7-100.4,6.7,100.4,Songkhla,Sadao
6.8-100.4,6.8,100.4,Songkhla,Sadao
6.9-100.4,6.9,100.4,Songkhla,Khlong Hoi Khong
7.0-100.4,7.0,100.4,Songkhla,Bang Klam
7.1-100.4,7.1,100.4,Songkhla,Khuan Niang
7.2-100.4,7.2,100.4,Songkhla,Khuan Niang
7.3-100.4,7.3,100.4,Phatthalung,Pak Phayun
7.4-100.4,7.4,100.4,Songkhla,Sathing Phra
7.5-100.4,7.5,100.4,Songkhla,Sathing Phra
7.6-100.4,7.6,100.4,Songkhla,Sathing Phra
13.5-100.4,13.5,100.4,Samut Sakhon,Mueang Samut Sakhon
13.6-100.4,13.6,100.4,Bangkok,Bang Khun Thian
13.7-100.4,13.7,100.4,Bangkok,Bang Khae
13.8-100.4,13.8,100.4,Bangkok,Thawi Watthana
13.9-100.4,13.9,100.4,Nonthaburi,Bang Bua Thong
14.0-100.4,14.0,100.4,Pathum Thani,Lat Lum Kaeo
14.1-100.4,14.1,100.4,Pathum Thani,Lat Lum Kaeo
14.2-100.4,14.2,100.4,Phra Nakhon Si Ayutthaya,Lat Bua Luang
14.3-100.4,14.3,100.4,Phra Nakhon Si Ayutthaya,Sena
14.4-100.4,14.4,100.4,Phra Nakhon Si Ayutthaya,Sena
14.5-100.4,14.5,100.4,Phra Nakhon Si Ayutthaya,Phak Hai
14.6-100.4,14.6,100.4,Ang Thong,Mueang Ang Thong
14.7-100.4,14.7,100.4,Ang Thong,Pho Thong
14.8-100.4,14.8,100.4,Sing Buri,Tha Chang
14.9-100.4,14.9,100.4,Sing Buri,Mueang Sing Buri
15.0-100.4,15.0,100.4,Sing Buri,In Buri
15.1-100.4,15.1,100.4,Nakhon Sawan,Takhli
15.2-100.4,15.2,100.4,Nakhon Sawan,Takhli
15.3-100.4,15.3,100.4,Nakhon Sawan,Takhli
15.4-100.4,15.4,100.4,Nakhon Sawan,Takhli
15.5-100.4,15.5,100.4,Nakhon Sawan,Tak Fa
15.6-100.4,15.6,100.4,Nakhon Sawan,Tha Tako
15.7-100.4,15.7,100.4,Nakhon Sawan,Tha Tako
15.8-100.4,15.8,100.4,Nakhon Sawan,Tha Tako
15.9-100.4,15.9,100.4,Nakhon Sawan,Chum Saeng
16.0-100.4,16.0,100.4,Phichit,Bang Mun Nak
16.1-100.4,16.1,100.4,Phichit,Bang Mun Nak
16.2-100.4,16.2,100.4,Phichit,Taphan Hin
16.3-100.4,16.3,100.4,Phichit,Mueang Phichit
16.4-100.4,16.4,100.4,Phichit,Mueang Phichit
16.5-100.4,16.5,100.4,Phichit,Mueang Phichit
16.6-100.4,16.6,100.4,Phitsanulok,Bang Krathum
16.7-100.4,16.7,100.4,Phitsanulok,Wang Thong
16.8-100.4,16.8,100.4,Phitsanulok,Wang Thong
16.9-100.4,16.9,100.4,Phitsanulok,Mueang Phitsanulok
17.0-100.4,17.0,100.4,Phitsanulok,Wat Bot
17.1-100.4,17.1,100.4,Phitsanulok,Wat Bot
17.2-100.4,17.2,100.4,Phitsanulok,Wat Bot
17.3-100.4,17.3,100.4,Phitsanulok,Wat Bot
17.4-100.4,17.4,100.4,Phitsanulok,Chat Trakan
17.5-100.4,17.5,100.4,Uttaradit,Thong Saen Khan
17.6-100.4,17.6,100.4,Uttaradit,Thong Saen Khan
17.7-100.4,17.7,100.4,Uttaradit,Tha Pla
17.8-100.4,17.8,100.4,Uttaradit,Tha Pla
17.9-100.4,17.9,100.4,Uttaradit,Tha Pla
18.0-100.4,18.0,100.4,Uttaradit,Tha Pla
18.1-100.4,18.1,100.4,Nan,Na Muen
18.2-100.4,18.2,100.4,Phrae,Rong Kwang
18.3-100.4,18.3,100.4,Phrae,Rong Kwang
18.4-100.4,18.4,100.4,Phrae,Rong Kwang
18.5-100.4,18.5,100.4,Nan,Wiang Sa
18.6-100.4,18.6,100.4,Nan,Wiang Sa
18.7-100.4,18.7,100.4,Nan,Wiang Sa
18.8-100.4,18.8,100.4,Nan,Ban Luang
18.9-100.4,18.9,100.4,Nan,Ban Luang
19.0-100.4,19.0,100.4,Phayao,Chiang Muan
19.1-100.4,19.1,100.4,Phayao,Pong
19.2-100.4,19.2,100.4,Phayao,Pong
19.3-100.4,19.3,100.4,Phayao,Pong
19.4-100.4,19.4,100.4,Phayao,Chiang Kham
19.5-100.4,19.5,100.4,Phayao,Chiang Kham
19.6-100.4,19.6,100.4,Phayao,Phu Sang
19.7-100.4,19.7,100.4,Phayao,Phu Sang
19.8-100.4,19.8,100.4,Chiang Rai,Thoeng
19.9-100.4,19.9,100.4,Chiang Rai,Wiang Kaen
20.0-100.4,20.0,100.4,Chiang Rai,Chiang Khong
20.1-100.4,20.1,100.4,Chiang Rai,Chiang Khong
20.2-100.4,20.2,100.4,Chiang Rai,Chiang Khong
6.6-100.5,6.6,100.5,Songkhla,Sadao
6.7-100.5,6.7,100.5,Songkhla,Sadao
6.8-100.5,6.8,100.5,Songkhla,Sadao
6.9-100.5,6.9,100.5,Songkhla,Hat Yai
7.0-100.5,7.0,100.5,Songkhla,Hat Yai
7.1-100.5,7.1,100.5,Songkhla,Hat Yai
7.2-100.5,7.2,100.5,Songkhla,Singhanakhon
7.3-100.5,7.3,100.5,Songkhla,Singhanakhon
13.6-100.5,13.6,100.5,Bangkok,Thung Khru
13.7-100.5,13.7,100.5,Bangkok,Bang Kho Laem
13.8-100.5,13.8,100.5,Bangkok,Bang Phlat
13.9-100.5,13.9,100.5,Nonthaburi,Pak Kret
14.0-100.5,14.0,100.5,Pathum Thani,Mueang Pathum Thani
14.1-100.5,14.1,100.5,Pathum Thani,Sam Khok
14.2-100.5,14.2,100.5,Phra Nakhon Si Ayutthaya,Bang Sai
14.3-100.5,14.3,100.5,Phra Nakhon Si Ayutthaya,Bang Sai
14.4-100.5,14.4,100.5,Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya
14.5-100.5,14.5,100.5,Phra Nakhon Si Ayutthaya,Bang Pahan
14.6-100.5,14.6,100.5,Phra Nakhon Si Ayutthaya,Maha Rat
14.7-100.5,14.7,100.5,Lop Buri,Tha Wung
14.8-100.5,14.8,100.5,Lop Buri,Tha Wung
14.9-100.5,14.9,100.5,Lop Buri,Tha Wung
15.0-100.5,15.0,100.5,Lop Buri,Ban Mi
15.1-100.5,15.1,100.5,Lop Buri,Ban Mi
15.2-100.5,15.2,100.5,Nakhon Sawan,Takhli
15.3-100.5,15.3,100.5,Nakhon Sawan,Tak Fa
15.4-100.5,15.4,100.5,Nakhon Sawan,Tak Fa
15.5-100.5,15.5,100.5,Nakhon Sawan,Tha Tako
15.6-100.5,15.6,100.5,Nakhon Sawan,Tha Tako
15.7-100.5,15.7,100.5,Nakhon Sawan,Tha Tako
15.8-100.5,15.8,100.5,Nakhon Sawan,Nong Bua
15.9-100.5,15.9,100.5,Nakhon Sawan,Nong Bua
16.0-100.5,16.0,100.5,Phichit,Dong Charoen
16.1-100.5,16.1,100.5,Phichit,Taphan Hin
16.2-100.5,16.2,100.5,Phichit,Taphan Hin
16.3-100.5,16.3,100.5,Phichit,Wang Sai Phun
16.4-100.5,16.4,100.5,Phichit,Mueang Phichit
16.5-100.5,16.5,100.5,Phichit,Sak Lek
16.6-100.5,16.6,100.5,Phitsanulok,Wang Thong
16.7-100.5,16.7,100.5,Phitsanulok,Wang Thong
16.8-100.5,16.8,100.5,Phitsanulok,Wang Thong
16.9-100.5,16.9,100.5,Phitsanulok,Wang Thong
17.0-100.5,17.0,100.5,Phitsanulok,Wang Thong
17.1-100.5,17.1,100.5,Phitsanulok,Wat Bot
17.2-100.5,17.2,100.5,Phitsanulok,Chat Trakan
17.3-100.5,17.3,100.5,Phitsanulok,Chat Trakan
17.4-100.5,17.4,100.5,Phitsanulok,Chat Trakan
17.5-100.5,17.5,100.5,Uttaradit,Thong Saen Khan
17.6-100.5,17.6,100.5,Uttaradit,Nam Pat
17.7-100.5,17.7,100.5,Uttaradit,Tha Pla
17.8-100.5,17.8,100.5,Uttaradit,Tha Pla
17.9-100.5,17.9,100.5,Uttaradit,Tha Pla
18.0-100.5,18.0,100.5,Uttaradit,Tha Pla
18.1-100.5,18.1,100.5,Nan,Na Muen
18.2-100.5,18.2,100.5,Nan,Na Muen
18.3-100.5,18.3,100.5,Nan,Na Noi
18.4-100.5,18.4,100.5,Phrae,Rong Kwang
18.5-100.5,18.5,100.5,Nan,Wiang Sa
18.6-100.5,18.6,100.5,Nan,Wiang Sa
18.7-100.5,18.7,100.5,Nan,Wiang Sa
18.8-100.5,18.8,100.5,Nan,Ban Luang
18.9-100.5,18.9,100.5,Nan,Ban Luang
19.0-100.5,19.0,100.5,Nan,Mueang Nan
19.1-100.5,19.1,100.5,Phayao,Pong
19.2-100.5,19.2,100.5,Phayao,Pong
19.3-100.5,19.3,100.5,Phayao,Pong
19.4-100.5,19.4,100.5,Nan,Song Khwae
19.5-100.5,19.5,100.5,Phayao,Chiang Kham
19.9-100.5,19.9,100.5,Chiang Rai,Wiang Kaen
20.0-100.5,20.0,100.5,Chiang Rai,Wiang Kaen
20.1-100.5,20.1,100.5,Chiang Rai,Wiang Kaen
6.5-100.6,6.5,100.6,Songkhla,Sadao
6.6-100.6,6.6,100.6,Songkhla,Na Thawi
6.7-100.6,6.7,100.6,Songkhla,Na Thawi
6.8-100.6,6.8,100.6,Songkhla,Chana
6.9-100.6,6.9,100.6,Songkhla,Chana
7.0-100.6,7.0,100.6,Songkhla,Na Mom
7.1-100.6,7.1,100.6,Songkhla,Mueang Songkhla
7.2-100.6,7.2,100.6,Songkhla,Mueang Songkhla
13.6-100.6,13.6,100.6,Samut Prakan,Mueang Samut Prakan
13.7-100.6,13.7,100.6,Bangkok,Phra Khanong
13.8-100.6,13.8,100.6,Bangkok,Lat Phrao
13.9-100.6,13.9,100.6,Bangkok,Don Mueang
14.0-100.6,14.0,100.6,Pathum Thani,Mueang Pathum Thani
14.1-100.6,14.1,100.6,Pathum Thani,Khlong Luang
14.2-100.6,14.2,100.6,Phra Nakhon Si Ayutthaya,Bang Pa-In
14.3-100.6,14.3,100.6,Phra Nakhon Si Ayutthaya,Bang Pa-In
14.4-100.6,14.4,100.6,Phra Nakhon Si Ayutthaya,Nakhon Luang
14.5-100.6,14.5,100.6,Phra Nakhon Si Ayutthaya,Nakhon Luang
14.6-100.6,14.6,100.6,Saraburi,Don Phut
14.7-100.6,14.7,100.6,Lop Buri,Mueang Lop Buri
14.8-100.6,14.8,100.6,Lop Buri,Mueang Lop Buri
14.9-100.6,14.9,100.6,Lop Buri,Mueang Lop Buri
15.0-100.6,15.0,100.6,Lop Buri,Ban Mi
15.1-100.6,15.1,100.6,Lop Buri,Ban Mi
15.2-100.6,15.2,100.6,Lop Buri,Ban Mi
15.3-100.6,15.3,100.6,Nakhon Sawan,Tak Fa
15.4-100.6,15.4,100.6,Nakhon Sawan,Tak Fa
15.5-100.6,15.5,100.6,Nakhon Sawan,Phaisali
15.6-100.6,15.6,100.6,Nakhon Sawan,Phaisali
15.7-100.6,15.7,100.6,Nakhon Sawan,Phaisali
15.8-100.6,15.8,100.6,Nakhon Sawan,Nong Bua
15.9-100.6,15.9,100.6,Nakhon Sawan,Nong Bua
16.0-100.6,16.0,100.6,Phichit,Dong Charoen
16.1-100.6,16.1,100.6,Phichit,Tap Khlo
16.2-100.6,16.2,100.6,Phichit,Tap Khlo
16.3-100.6,16.3,100.6,Phichit,Tap Khlo
16.4-100.6,16.4,100.6,Phichit,Wang Sai Phun
16.5-100.6,16.5,100.6,Phitsanulok,Noen Maprang
16.6-100.6,16.6,100.6,Phitsanulok,Noen Maprang
16.7-100.6,16.7,100.6,Phitsanulok,Noen Maprang
16.8-100.6,16.8,100.6,Phitsanulok,Wang Thong
16.9-100.6,16.9,100.6,Phitsanulok,Wang Thong
17.0-100.6,17.0,100.6,Phitsanulok,Wang Thong
17.1-100.6,17.1,100.6,Phitsanulok,Wang Thong
17.2-100.6,17.2,100.6,Phitsanulok,Chat Trakan
17.3-100.6,17.3,100.6,Phitsanulok,Chat Trakan
17.4-100.6,17.4,100.6,Phitsanulok,Chat Trakan
17.5-100.6,17.5,100.6,Uttaradit,Thong Saen Khan
17.6-100.6,17.6,100.6,Uttaradit,Nam Pat
17.7-100.6,17.7,100.6,Uttaradit,Nam Pat
17.8-100.6,17.8,100.6,Uttaradit,Tha Pla
17.9-100.6,17.9,100.6,Uttaradit,Tha Pla
18.0-100.6,18.0,100.6,Uttaradit,Tha Pla
18.1-100.6,18.1,100.6,Nan,Na Muen
18.2-100.6,18.2,100.6,Nan,Na Muen
18.3-100.6,18.3,100.6,Nan,Na Noi
18.4-100.6,18.4,100.6,Nan,Na Noi
18.5-100.6,18.5,100.6,Nan,Wiang Sa
18.6-100.6,18.6,100.6,Nan,Wiang Sa
18.7-100.6,18.7,100.6,Nan,Wiang Sa
18.8-100.6,18.8,100.6,Nan,Mueang Nan
18.9-100.6,18.9,100.6,Nan,Mueang Nan
19.0-100.6,19.0,100.6,Nan,Mueang Nan
19.1-100.6,19.1,100.6,Nan,Tha Wang Pha
19.2-100.6,19.2,100.6,Phayao,Pong
19.3-100.6,19.3,100.6,Phayao,Pong
